S_No,PaperID,Title,TR ,Volumes,ScanTime(Min.Sec),EyeStatus,MFStrength,NumHealthy(M),NumHealthy(F),NumASD(M),NumASD(F),NumAutistic,NumHighFunctioning,LanguageImpaired,NumAspergsr's,NumPDD-NOS,AgeRangeHealthyMean,AgeRangeHealthyStd,AgeRangeASDMean,AgeRangeASDStd,AgeRangeAutistic,AgeRangeAspergsr's,AgeRangePDD-NOS,FIQMean_ASD,FIQStd_ASD,FIQMean_TD,FIQStd_TD,BandpassRangeHighpass(Hz),BandpassRangeLowpass(Hz),Smoothing(fwhm)mm,GSR,CSF,WM,Motion Params,Age,Scrubbing,GCOR,aCOMPCor,Cardiac and respiratory signals regression,Despiking,SeedName,SeedMNI,UnderConnectivityName,UnderConnectivityMNI,OverConnectivityName,OverConnectivityMNI,Notes,Tool,Scanner,DSM,ROIxROI,ROIxVoxels,Participants,Medication,Comorbidities,FIQ >,Over(1) /Under(-1) / Both (0),Summary,Bibtex Citation,IQ Notes
229,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Left lateral occipital cortex,-52 -70 6,L post STS,-55 -31 12,,,,,,,,,,,,,,,,
230,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right lateral dorsal premotor cortex,42 4 56,,,L precuneus/cuneus,-10 -72 33,,,,,,,,,,,,,,
231,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right lateral dorsal premotor cortex,42 4 56,,,L Sup orbital gyrus,-28 57 -14,,,,,,,,,,,,,,
232,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right medial pre motor cortex,14 6 66,R medial PMC,12 1 53,,,,,,,,,,,,,,,,
233,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right medial pre motor cortex,14 6 66,R fusiform gyrus,39 -51 -31,,,,,,,,,,,,,,,,
234,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right lateral occipital cortex,54 -64 4,L post STS,-55 -34 15,,,,,,,,,,,,,,,,
235,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right lateral occipital cortex,54 -64 4,R medial supp motor area,9 -3 72,,,,,,,,,,,,,,,,
236,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right lateral occipital cortex,54 -64 4,R medial supp motor area,6 13 60,,,,,,,,,,,,,,,,
237,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right fusiform gyrus/FFA,44 -54 -22,R supp. motor area,15 -3 72,Frontopolar prefrontal cortex,-7 -57 -7,,,,,,,,,,,,,,
238,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Right fusiform gyrus/FFA,44 -54 -22,,,posterior cingulate,-1 -38 34,,,,,,,,,,,,,,
239,20,"Carper, R. A., Solders, S., Treiber, J. M., Fishman, I., & Müller, R. A. (2015). Corticospinal tract anatomy and functional connectivity of primary motor cortex in autism. Journal of the American Academy of Child & Adolescent Psychiatry, 54(10), 859-867.",2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,L Precentral gyrus,-2 -24 64,L. Mid. Occipital Gyrus,-40 -89 -1,L. Mid. Orbital Gyrus,-28 45 -15,Volumes = 185 -5,"AFNI, FSL",GE Discovery MR750,5,,1,Original,-,None,-,0,Carper et al. investigated both the functional and structural connectivity of theprimary motor area. For accessing functional connectivity they took left and right precentral gyrus seeds and analyzed their FC with the all the voxels of the brain. They observed majority of over connectivity with both the seeds with just left prrecentral gyrus seed showing additional underconnectivity with left middle occipital gyrus. ,"@article{carper2015corticospinal,
  title={Corticospinal tract anatomy and functional connectivity of primary motor cortex in autism},
  author={Carper, Ruth A and Solders, Seraphina and Treiber, Jeffrey M and Fishman, Inna and M{\""u}ller, Ralph-Axel},
  journal={Journal of the American Academy of Child \& Adolescent Psychiatry},
  volume={54},
  number={10},
  pages={859--867},
  year={2015},
  publisher={Elsevier}
}",
240,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,L Precentral gyrus,-2 -24 64,,,L. Supramarginal Gyrus, -67 -44 34,,,,,,,,,,,,,,
241,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,L Precentral gyrus,-2 -24 64,,,L. Inf. Parietal Lobule,-34 -54 40,,,,,,,,,,,,,,
242,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,L Precentral gyrus,-2 -24 64,,,R. Mid. Frontal Gyrus,24 36 38,,,,,,,,,,,,,,
243,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,L Precentral gyrus,-2 -24 64,,,R. Mid. Frontal Gyrus,30 58 33,,,,,,,,,,,,,,
244,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,R Precentral gyrus,2 -24 64,,,L. Cuneus,3 -81 29,,,,,,,,,,,,,,
245,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,R Precentral gyrus,2 -24 64,,,R. Mid. Frontal Gyrus,24 61 36,,,,,,,,,,,,,,
246,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,R Precentral gyrus,2 -24 64,,,R. Mid. Cing. Cortex,12 -42 44,,,,,,,,,,,,,,
247,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,R Precentral gyrus,2 -24 64,,,L. Precuneus,-1 -70 52,,,,,,,,,,,,,,
248,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,R Precentral gyrus,2 -24 64,,,L. Mid Orbital Gyrus,-28 45 -15,,,,,,,,,,,,,,
249,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,R Precentral gyrus,2 -24 64,,,L. Supramarginal Gyrus,-67 -44 34,,,,,,,,,,,,,,
250,20,,2000,180,6.1,Open,3,27,9,36,8,,,,,,12.8,2.4,13.2,2.9,,,,102.4,18.7,106.5,11.9,0.008,0.08,6,,1,1,1,,1,,,,,R Precentral gyrus,2 -24 64,,,L. Sup. Frontal Gyrus,-22 51 46,,,,,,,,,,,,,,
251,21,"Abbott, A. E., Nair, A., Keown, C. L., Datko, M., Jahedi, A., Fishman, I., & Müller, R. A. (2016). Patterns of atypical functional connectivity and behavioral links in autism differ between default, salience, and executive networks. Cerebral Cortex, 26(10), 4034-4045.",2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,R Medial prefrontal cortex,12 54 0,L Inferior parietal lobule extending to superior parietal lobule and cuneus,-27 -63 57,5 volumes were discarded,AFNI,GE 3T MR750 scanner,4,,1,Original,-,Yes,69,0,"Abbott et al. analyzed the 4 main functional networks of human brain - default-mode (DMN), salience (SN), and left (lECN) and right executive control (rECN). Resting-state functional MRI data from75 children. They took representative seeds  for each of the functional networks and did functional connectivity analysis with the whole brain voxels. They observed mixed connectivity results  - DMN and rECN were predominantly overconnected with other brain regions whereas SN and lECN was underconnected.","@article{abbott2016patterns,
  title={Patterns of atypical functional connectivity and behavioral links in autism differ between default, salience, and executive networks},
  author={Abbott, Angela E and Nair, Aarti and Keown, Christopher L and Datko, Michael and Jahedi, Afrooz and Fishman, Inna and M{\""u}ller, Ralph-Axel},
  journal={Cerebral Cortex},
  volume={26},
  number={10},
  pages={4034--4045},
  year={2016},
  publisher={Oxford University Press}
}",
252,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,Brainstem (pons),6 -30 -36,,,,,,,,,,,,,,
253,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,L Lingual gyrus,-12 -69 -9,,,,,,,,,,,,,,
254,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,R Inferior frontal gyrus,54 15 3,,,,,,,,,,,,,,
255,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,R Frontal eye field,39 3 57,,,,,,,,,,,,,,
256,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,L Frontal eye field,-24 12 60,,,,,,,,,,,,,,
257,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,R Orbitofrontal cortex,42 45 -3,,,,,,,,,,,,,,
258,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,L Ventral premotor cortex,-54 6 9,,,,,,,,,,,,,,
259,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,R Ventrolateral prefrontal cortex,39 51 15,,,,,,,,,,,,,,
260,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-6 -52 43,,,L Somatosensory cortex,-42 -36 60,,,,,,,,,,,,,,
261,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R anterior insula,38 19 -2,L Middle temporal gyrus extending to temporal pole,-54 -18 -15,L Posterior insula extending to posterior thalamus,-30 -21 18,,,,,,,,,,,,,,
262,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R anterior insula,38 19 -2,L Superior frontal gyrus,-15 60 12,R Superior parietal lobule,15 -54 63,,,,,,,,,,,,,,
263,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R anterior insula,38 19 -2,Brainstem (pons),-6 -27 -36,,,,,,,,,,,,,,,,
264,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R anterior insula,38 19 -2,R Temporal pole,42 21 -30,,,,,,,,,,,,,,,,
265,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R anterior insula,38 19 -2,R Superior frontal gyrus,12 57 36,,,,,,,,,,,,,,,,
266,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R anterior insula,38 19 -2,L Middle frontal sulcus,-30 45 12,,,,,,,,,,,,,,,,
267,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R anterior insula,38 19 -2,L Posterior superior temporal sulcus,-57 -63 18,,,,,,,,,,,,,,,,
268,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R anterior insula,38 19 -2,R Middle frontal sulcus,27 45 15,,,,,,,,,,,,,,,,
269,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R inferior parietal lobule,51 -47 42,R Parieto-occipital fissure,18 -72 33,B Precuneus,3 -57 30,,,,,,,,,,,,,,
270,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R inferior parietal lobule,51 -47 42,R Calcarine Fissure,15 -78 18,L Angular gyrus,-48 -69 30,,,,,,,,,,,,,,
271,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,R inferior parietal lobule,51 -47 42,,,L Middle frontal gyrus,-42 15 36,,,,,,,,,,,,,,
272,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,L inferior parietal lobule,-51 -51 36,R Rolandic operculum,63 -24 18,,,,,,,,,,,,,,,,
273,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,L inferior parietal lobule,-51 -51 36,R Middle temporal gyrus,54 -15 -12,,,,,,,,,,,,,,,,
274,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,L inferior parietal lobule,-51 -51 36,B Dorsal middle cingulate cortex,3 -9 45,,,,,,,,,,,,,,,,
275,21,,2000,185,6.1,,3,30,8,32,5,,,,,,13,2.6,13.9,2.6,,,,,,,,0.008,0.08,6,,1,1,1,,1,,,,,L inferior parietal lobule,-51 -51 36,R Posterior superior temporal sulcus,54 -42 21,,,,,,,,,,,,,,,,
276,22,"Alaerts, K., Nayar, K., Kelly, C., Raithel, J., Milham, M. P., & Di Martino, A. (2015). Age-related changes in intrinsic function of the superior temporal sulcus in autism spectrum disorders. Social cognitive and affective neuroscience, 10(10), 1413-1423.","2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Fusiform Gyrus,-24 -38 -18,,,In the secondary analysis they did scrubbing to see how the results change,CPAC,,4,,1,ABIDE I,Yes,Yes,-,-1,"Alaerts et al. investigated the resting state functional connectivity of posterior temporal sulcus (pSTS) which is a key region involved in social-cognitive processes. The goal was to investigate the impact of diagnosis on age related changes in pSTS FC connectivity with the whole brain. While exploring the intrinsic FC of pSTS in ASD vs TD regardless of age they observed underconnectivity of pSTS with fusiform gyrus, inferior parietal cortex, premotor cortex, insula and superior temporal gyrus. ","@article{alaerts2015age,
  title={Age-related changes in intrinsic function of the superior temporal sulcus in autism spectrum disorders},
  author={Alaerts, Kaat and Nayar, Kritika and Kelly, Clare and Raithel, Jessica and Milham, Michael P and Di Martino, Adriana},
  journal={Social cognitive and affective neuroscience},
  volume={10},
  number={10},
  pages={1413--1423},
  year={2015},
  publisher={Oxford University Press}
}
",
277,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Inferior Occipital Gyrus,-42 -74 -12,,,,,,,,,,,,,,,,
278,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Inferior Temporal Gyrus,-36 -40 -16,,,,,,,,,,,,,,,,
279,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Cuneus,12 -84 40,,,,,,,,,,,,,,,,
280,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Fusiform Gyrus,-22 -46 -14,,,,,,,,,,,,,,,,
281,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Lingual Gyrus,-28 -50 -4,,,,,,,,,,,,,,,,
282,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Superior Parietal Lobule,-20 -76 44,,,,,,,,,,,,,,,,
283,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Postcentral Gyrus,50 -12 28,,,,,,,,,,,,,,,,
284,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Insula Lobe,46 -6 6,,,,,,,,,,,,,,,,
285,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Rolandic Operculum/ Inferior Parietal Cortex,48 -14 22,,,,,,,,,,,,,,,,
286,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Superior Temporal Gyrus,60 0 2,,,,,,,,,,,,,,,,
287,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Postcentral Gyrus/ BA 6,52 -18 48,,,,,,,,,,,,,,,,
288,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Amygdala,24 -4 -14,,,,,,,,,,,,,,,,
289,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Superior Temporal Gyrus,-48 2 -10,,,,,,,,,,,,,,,,
290,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Middle Temporal Gyrus,-54 -12 -8,,,,,,,,,,,,,,,,
291,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Amygdala,-22 -8 -12,,,,,,,,,,,,,,,,
292,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Rolandic Operculum/ Inferior Parietal Cortex,-50 -16 14,,,,,,,,,,,,,,,,
293,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Postcentral Gyrus/ BA 6 -BA 44,-54 -4 20,,,,,,,,,,,,,,,,
294,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Left Insula Lobe,-36 -4 8,,,,,,,,,,,,,,,,
295,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Fusiform Gyrus,30 -44 -10,,,,,,,,,,,,,,,,
296,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Inferior Temporal Gyrus,44 -50 -16,,,,,,,,,,,,,,,,
297,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Inferior Occipital Gyrus,44 -64 -16,,,,,,,,,,,,,,,,
298,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right Lingual Gyrus,16 -42 -8,,,,,,,,,,,,,,,,
299,22,,"2000
2300","180
240","NYU  6
Utah 8","OPEN and CLOSED
CLOSED",3,109,0,106,0,83,,,17,6,16.8,5.8,16,6.2,,,,105.3,16.7,113.9,13.7,0.009,0.08,6,,1,1,1,,,,CompCor,,,right pSTS, 47 -60 4,Right ParaHippocampal Gyrus,34 -26 -18,,,,,,,,,,,,,,,,
300,23,"Cheng, W., Rolls, E. T., Gu, H., Zhang, J., & Feng, J. (2015). Autism: reduced connectivity between cortical areas involved in face expression, theory of mind, and the sense of self. Brain, 138(5), 1382-1393.",ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,424,85,367,51,,,,,,16.4,7.08,105.7,14.16,,,,,,,,0.01,0.08,8,1,1,1,1,,1,,,,,Left thalamus,-9 -15 12,,,Left MTG,-57 -24 0,The ROI x ROI correlation is donebut not with all the voxels in the ROI.Only the significant voxels were taken.To see how these significant voxels were selected please read the paper. used the mean framewise displacement as a covariate when comparing the two groups during statistical analysis. No table was given demonstrating group differences. I created a table using the theory given in the 'Altered functional connectivity pattern' section. The MNI coordinates were taken from Table 1.,SPM8,,4,1,,ABIDE I,Yes,Yes,-,0,Cheng et al. utilized a novel all voxel pair connectivity approach to find out the voxels that had significantly altered functional connectivity in autistic individuals. After mapping the voxels to AAL atlas they found the significant ROIs that can be used in ROI x ROI functional connectivity analysis. The mean representative time series for each of the ROIs were thr mean of the significant voxel time series that lay in that ROI. They created ROI x ROI FC maps for each of the subjects  and then foud between group differences between ASD and TD. They observed both hyper or hypo connected in autistic individuals.,"@article{cheng2015autism,
  title={Autism: reduced connectivity between cortical areas involved in face expression, theory of mind, and the sense of self},
  author={Cheng, Wei and Rolls, Edmund T and Gu, Huaguang and Zhang, Jie and Feng, Jianfeng},
  journal={Brain},
  volume={138},
  number={5},
  pages={1382--1393},
  year={2015},
  publisher={Oxford University Press}
}",Subjects were excluded if they had a full IQ exceeding 2 standard deviations
301,23,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,424,85,367,51,,,,,,16.4,7.08,105.7,14.16,,,,,,,,0.01,0.08,8,1,1,1,1,,1,,,,,Right Thalamus,15 -9 18,,,Left MTG,-57 -24 0,,,,,,,,,,,,,,
302,23,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,424,85,367,51,,,,,,16.4,7.08,105.7,14.16,,,,,,,,0.01,0.08,8,1,1,1,1,,1,,,,,Left thalamus,-9 -15 12,,,Left STG,-57 -45 18,,,,,,,,,,,,,,
303,23,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,424,85,367,51,,,,,,16.4,7.08,105.7,14.16,,,,,,,,0.01,0.08,8,1,1,1,1,,1,,,,,Right Thalamus,15 -9 18,,,Left STG,-57 -45 18,,,,,,,,,,,,,,
304,23,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,424,85,367,51,,,,,,16.4,7.08,105.7,14.16,,,,,,,,0.01,0.08,8,1,1,1,1,,1,,,,,Left thalamus,-9 -15 12,,,Left Post Central Gyrus (Somatosensory cortex),-51 -15 48,,,,,,,,,,,,,,
